,Sentence_id,Text,Target,Category,Polarity
254,1225162:0,"Raga's is a romantic, cozy restaurant.",Raga's,AMBIENCE#GENERAL,positive
255,1225162:1,The exotic food is beautifully presented and is a delight in delicious combinations.,exotic food,FOOD#STYLE_OPTIONS,positive
256,1225162:1,The exotic food is beautifully presented and is a delight in delicious combinations.,exotic food,FOOD#QUALITY,positive
257,1225162:2,It is also extremely well priced.,NULL,FOOD#PRICES,positive
258,1225162:3,The staff is incredibly helpful and attentive.,staff,SERVICE#GENERAL,positive
259,1225162:4,The bar is very well stocked with interesting beers and well priced wines.,bar,DRINKS#STYLE_OPTIONS,positive
260,1225162:4,The bar is very well stocked with interesting beers and well priced wines.,beers,DRINKS#STYLE_OPTIONS,positive
261,1225162:4,The bar is very well stocked with interesting beers and well priced wines.,wines,DRINKS#PRICES,positive
262,1225162:5,This is one of my favorite restaurants and it is not to be missed.,NULL,RESTAURANT#GENERAL,positive
263,1225162:6,Your friends will thank you for introducing them to this gem!,NULL,RESTAURANT#GENERAL,positive
264,1227999:0,"When we stumbled on Leon, we thought that we had found quite the gem BUT, we were certainly wrong.",Leon,RESTAURANT#GENERAL,negative
265,1227999:1,"The waitress moved our table practically into the bathroom and when we asked to cancel our dinner orders because we did not want to eat sitting on the toilet, we were told no...",waitress,SERVICE#GENERAL,negative
266,1227999:2,"Then, to top things off, she dropped used silverware on my boyfriend's jacket and did not stop to apologize or clean the mess that was left on clothes.",NULL,SERVICE#GENERAL,negative
267,1227999:3,Such a disappointment...,NULL,SERVICE#GENERAL,negative
268,1227999:4,"Rude service, medicore food...there are tons of restaurants in NY...stay away from this one",service,SERVICE#GENERAL,negative
269,1227999:4,"Rude service, medicore food...there are tons of restaurants in NY...stay away from this one",food,FOOD#QUALITY,neutral
270,1227999:4,"Rude service, medicore food...there are tons of restaurants in NY...stay away from this one",NULL,RESTAURANT#GENERAL,negative
271,1230993:0,I had a grat time at Jekyll and Hyde!,Jekyll and Hyde,RESTAURANT#GENERAL,positive
272,1230993:1,I loved everythig about it-especially the shows and actors.,NULL,RESTAURANT#GENERAL,positive
273,1230993:1,I loved everythig about it-especially the shows and actors.,shows,AMBIENCE#GENERAL,positive
274,1230993:1,I loved everythig about it-especially the shows and actors.,actors,AMBIENCE#GENERAL,positive
275,1230993:2,Our server was very helpful and friendly.,server,SERVICE#GENERAL,positive
276,1230993:3,I am bringing my whole family back next time.,NULL,RESTAURANT#MISCELLANEOUS,positive
277,1230993:4,The food was good too.,food,FOOD#QUALITY,positive
278,1232468:0,The tuna and wasabe potatoes are excellent.,tuna,FOOD#QUALITY,positive
279,1232468:0,The tuna and wasabe potatoes are excellent.,wasabe potatoes,FOOD#QUALITY,positive
280,1232468:1,The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.,outdoor atmosphere,LOCATION#GENERAL,positive
281,1232468:2,"Inside is a little cramped, but to be expected.",NULL,AMBIENCE#GENERAL,neutral
282,1232468:3,Service was prompt and courteous.,Service,SERVICE#GENERAL,positive
283,1232468:4,This was a repeat visit and we'll definitely be back again.,NULL,RESTAURANT#GENERAL,positive
284,1241906:0,"Great service, great food.",service,SERVICE#GENERAL,positive
285,1241906:0,"Great service, great food.",food,FOOD#QUALITY,positive
286,1241906:1,Prices are in line.,NULL,RESTAURANT#PRICES,neutral
287,1241906:3,But too far east!,NULL,LOCATION#GENERAL,negative
288,1253117:1,"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",pizza,FOOD#QUALITY,positive
289,1253117:1,"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",fresh mozzarella,FOOD#QUALITY,positive
290,1253117:2,"Two complaints- their appetizer selection stinks, it would be nice to get some mozzarella sticks on the menu.",appetizer selection,FOOD#STYLE_OPTIONS,negative
291,1253117:3,"Also, because it is so thin, it gets cold very quickly and its not that filling.",NULL,FOOD#QUALITY,negative
292,1253117:3,"Also, because it is so thin, it gets cold very quickly and its not that filling.",NULL,FOOD#STYLE_OPTIONS,negative
293,1253117:5,Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,Wait staff,SERVICE#GENERAL,negative
294,1253117:5,Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,pie,FOOD#QUALITY,positive
295,1256373:0,By far the best salad I have had in a fast food restaurant.,salad,FOOD#QUALITY,positive
296,1256373:1,fine dining restaurant quality.,dining,FOOD#QUALITY,positive
297,1256373:2,Over 100 different choices to create your own.,NULL,FOOD#STYLE_OPTIONS,positive
298,1256373:3,A must try!,NULL,RESTAURANT#GENERAL,positive
299,1264954:0,"On a recent Sunday afternoon, a friend and I accidently found this great restaurant on our way to see the pulitzer prize winning play DOUBT.",restaurant,RESTAURANT#GENERAL,positive
300,1264954:1,"This was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater.",NULL,FOOD#QUALITY,positive
301,1264954:1,"This was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater.",NULL,AMBIENCE#GENERAL,positive
302,1264954:2,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",chicken pot pie,FOOD#QUALITY,positive
303,1264954:2,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",cheeseburger,FOOD#STYLE_OPTIONS,positive
304,1264954:2,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",cheeseburger,FOOD#QUALITY,positive
305,1264954:2,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",service,SERVICE#GENERAL,positive
306,1264954:3,"With so many poor experiences to be had in the theater district, is truly an excellent find!",NULL,RESTAURANT#GENERAL,positive
307,1264954:4,We will return many times for this oasis in mid-town.,NULL,RESTAURANT#GENERAL,positive
308,1269216:1,The staff is no nonsense.,staff,SERVICE#GENERAL,positive
309,1269216:2,The food options rule.,food,FOOD#STYLE_OPTIONS,positive
310,1269216:3,When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else.,bagels,FOOD#QUALITY,positive
311,1269216:4,Worth visiting the 1st Ave spot because it is the original store.,1st Ave spot,RESTAURANT#MISCELLANEOUS,positive
312,1275154:4,"He served me an Uni Hand roll, which I never had before, and let me tell you...IT WAS HEAVEN!",Uni Hand roll,FOOD#QUALITY,positive
313,1275154:6,The sake menu should not be overlooked!,sake menu,DRINKS#STYLE_OPTIONS,positive
314,1275154:7,"All in all, this midtown gem instantly became one of my favorite sushi restaurants in the city.",NULL,RESTAURANT#GENERAL,positive
315,1275154:8,Try the lobster teriyaki and the rose special roll.,lobster teriyaki,FOOD#QUALITY,positive
316,1275154:8,Try the lobster teriyaki and the rose special roll.,rose special roll,FOOD#QUALITY,positive
317,1280166:1,"Service was very good - prompt, attentive and non-intrusive.",Service,SERVICE#GENERAL,positive
318,1280166:2,"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",Food,FOOD#QUALITY,positive
319,1280166:2,"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",pork belly,FOOD#QUALITY,negative
320,1280166:3,Wine list selection is good and wine-by-the-glass was generously filled to the top.,Wine list selection,DRINKS#STYLE_OPTIONS,positive
321,1280166:3,Wine list selection is good and wine-by-the-glass was generously filled to the top.,wine-by-the-glass,DRINKS#STYLE_OPTIONS,positive
322,1280166:4,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,Traditional French decour,AMBIENCE#GENERAL,positive
323,1280166:4,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,hall,AMBIENCE#GENERAL,negative
324,1280179:0,"I've been to at Cafe Spice probably 5-8 times, it is probably still the best Indian restaurant around Union Square.",Cafe Spice,RESTAURANT#GENERAL,positive
325,1280179:1,"To sum it up: Service varies from good to mediorce, depending on which waiter you get; generally it is just average Ok.",Service,SERVICE#GENERAL,neutral
326,1280179:2,"Seating is always prompt, though the restaurant does fill up in the evening.",Seating,SERVICE#GENERAL,positive
327,1280179:3,"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.",Food,FOOD#QUALITY,positive
328,1280179:3,"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.",raw vegatables in side orders,FOOD#QUALITY,negative
329,1280179:4,"As many other reviewers noticed, your order is often slow to arrive - this is particularly true in the evening but is not a problem during lunch time.",NULL,SERVICE#GENERAL,neutral
330,1280179:5,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",decor,AMBIENCE#GENERAL,positive
331,1280179:5,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",semi-private boths,AMBIENCE#GENERAL,positive
332,1286916:0,I have NEVER been disappointed in the Red Eye.,Red Eye,RESTAURANT#GENERAL,positive
333,1286916:1,"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.",live jazz band,AMBIENCE#GENERAL,positive
334,1286916:1,"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.",atmosphere,AMBIENCE#GENERAL,positive
335,1286916:3,It's simply the best meal in NYC.,meal,FOOD#QUALITY,positive
336,1286916:4,You cannot go wrong at the Red Eye Grill.,Red Eye Grill,RESTAURANT#GENERAL,positive
337,1287538:0,"If we were to move from the upper east side, we would genuinely miss this restaurant.",restaurant,RESTAURANT#GENERAL,positive
338,1287538:2,The restaurant is cute but not upscale.,restaurant,RESTAURANT#GENERAL,neutral
339,1287538:3,The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,food,FOOD#QUALITY,positive
340,1287538:3,The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,balance of herbs and tomatoes,FOOD#QUALITY,positive
341,1287538:4,I would highly recommend it.,NULL,RESTAURANT#GENERAL,positive
342,1287538:5,It's one of our favorite places to eat in NY.,NULL,RESTAURANT#GENERAL,positive
343,1289424:0,We had a great time at the Jekyll and hyde Pub last night.,Jekyll and hyde Pub,RESTAURANT#GENERAL,positive
344,1289424:2,After really enjoying ourselves at the bar we sat down at a table and had dinner.,bar,RESTAURANT#MISCELLANEOUS,positive
345,1289424:3,The server was really cool and served us our food and drinks with a smile.,server,SERVICE#GENERAL,positive
346,1289424:4,The place's decor and hidden bathrooms made for a good laugh.,decor,AMBIENCE#GENERAL,positive
347,1289424:4,The place's decor and hidden bathrooms made for a good laugh.,hidden bathrooms,AMBIENCE#GENERAL,positive
348,1289424:5,I highly recommend visiting this restaurant and having dinner and drinks!,restaurant,RESTAURANT#GENERAL,positive
349,1293334:0,"If you are the type of person who likes being scared and entertained, this is a great place to go and eat.",place,RESTAURANT#MISCELLANEOUS,positive
350,1293334:1,"My husband and I thougt it would be great to go to the Jekyll and Hyde Pub for our anniversary, and to our surprise it was fantastic.",Jekyll and Hyde Pub,RESTAURANT#GENERAL,positive
351,1293334:2,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",beers,DRINKS#STYLE_OPTIONS,positive
352,1293334:2,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",food,FOOD#QUALITY,positive
353,1293334:2,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",pumkin tortelini,FOOD#QUALITY,positive
